+--------+-------+------------------------------------------------------------------------------------------------------+-----------------------------------------------------------------------+------------+
| Letter | Count | Names                                                                                                | Match                                                                 | StartDate  |
| W      | 7     | [Wijesinghe, Wickramasinghe, Wickramaratne, Wickremasinghe, Wickramasinghe, Wijetunge, Warnaweera]   | Sri Lanka A v Pakistan A                                              | 1991-07-25 |
| W      | 7     | [Wijesinghe, Wickramasinghe, Wickramaratne, Wickremasinghe, Wickramasinghe, Wijetunge, Warnaweera]   | Sri Lanka A v Pakistan A                                              | 1991-07-30 |
| W      | 7     | [Wijesinghe, Wickramasinghe, Wickramaratne, Wickremasinghe, Wickramasinghe, Wijetunge, Warnaweera]   | Sri Lanka A v Pakistan A                                              | 1991-08-09 |
| S      | 7     | [Srikkanth, Senthilnathan, Singh, Sharath, Sivaramakrishnan, Subramaniam, Sanjay]                    | Tamil Nadu v Andhra                                                   | 1992-11-12 |
| S      | 7     | [Sharda, Sharma, Sharma, Sharma, Singh, Sharma, Sen]                                                 | Himachal Pradesh v Delhi                                              | 1992-11-25 |
| G      | 7     | [Gogte, Gujar, Ghare, Gani, Gawande, Gandhe, Gonsalves]                                              | Vidarbha v Railways                                                   | 1992-12-20 |
| G      | 7     | [Gogte, Gujar, Ghare, Gani, Gawande, Gandhe, Gonsalves]                                              | Vidarbha v Rajasthan                                                  | 1992-12-28 |
| S      | 7     | [Srikkanth, Singh, Senthilnathan, Sharath, Sivaramakrishnan, Subramaniam, Sanjay]                    | Tamil Nadu v Assam                                                    | 1993-02-05 |
| S      | 7     | [Srikkanth, Singh, Singh, Senthilnathan, Sharath, Subramaniam, Sanjay]                               | Tamil Nadu v Maharashtra                                              | 1993-02-26 |
| S      | 7     | [Singh, Singh, Sharma, Singh, Sharma, Sharma, Sharma]                                                | Jammu and Kashmir v Services                                          | 1993-12-26 |
| P      | 7     | [Parmar, Patel, Patadiwala, Patel, Patel, Pithawala, Patel]                                          | Gujarat v Baroda                                                      | 1993-12-31 |
| P      | 7     | [Parmar, Patadiwala, Patel, Patel, Pithawala, Patel, Patel]                                          | Gujarat v Saurashtra                                                  | 1994-12-23 |
| P      | 7     | [Pithawala, Parmar, Patadiwala, Patel, Patel, Patel, Patel]                                          | Gujarat v Baroda                                                      | 1994-12-31 |
| K      | 7     | [Kinikar, Kanitkar, Kale, Kondhalkar, Kamtekar, Kanade, Kulkarni]                                    | Maharashtra v Saurashtra                                              | 1994-12-31 |
| P      | 7     | [Parmar, Patadiwala, Patel, Patel, Patel, Patel, Patel]                                              | Gujarat v Bombay                                                      | 1995-01-21 |
| P      | 7     | [Patel, Parmar, Patel, Patadiwala, Patel, Patel, Patel]                                              | Gujarat v Bombay                                                      | 1995-12-13 |
| P      | 7     | [Patadiwala, Parmar, Patel, Patel, Patel, Patel, Patel]                                              | Gujarat v Saurashtra                                                  | 1995-12-21 |
| P      | 7     | [Parmar, Patel, Patel, Patel, Patel, Patel, Patel]                                                   | Gujarat v Maharashtra                                                 | 1996-01-17 |
| P      | 7     | [Patadiwala, Parmar, Patel, Patel, Patel, Patel, Patel]                                              | Gujarat v Baroda                                                      | 1996-01-25 |
| A      | 7     | [Ashraf, Ahmed, Abbasi, Akhtar, Afaq, Ahmed, Akhtar]                                                 | Rawalpindi v Islamabad                                                | 1996-10-04 |
| P      | 7     | [Parmar, Patel, Patadiwala, Patel, Patel, Patel, Patel]                                              | Gujarat v Mumbai                                                      | 1996-10-27 |
| K      | 7     | [Kumar, Khullar, Kumar, Kumar, Kumar, Kumar, Kumar]                                                  | Bihar v Bengal                                                        | 1996-12-28 |
| K      | 7     | [Kanitkar, Kale, Kondhalkar, Kanade, Kamtekar, Kulkarni, Kakad]                                      | Maharashtra v Kerala                                                  | 1997-01-29 |
| K      | 7     | [Kanitkar, Kale, Kanade, Kamtekar, Kondhalkar, Kulkarni, Kakad]                                      | Maharashtra v Punjab                                                  | 1997-02-16 |
| A      | 7     | [Ashraf, Asghar, Ahmed, Azhar, Abbasi, Akhtar, Ahmed]                                                | Rawalpindi v Islamabad                                                | 1997-10-03 |
| A      | 7     | [Anwar, Alam, Akram, Ashraf, Ali, Asif, Ata-ur-Rehman]                                               | Lahore City v Karachi Whites                                          | 1997-10-03 |
| S      | 7     | [Singh, Sharma, Sharma, Sharma, Sharma, Singh, Singh]                                                | Jammu and Kashmir v Haryana                                           | 1997-10-26 |
| K      | 7     | [Kumar, Kumar, Khullar, Kumar, Kumar, Kumar, Kumar]                                                  | Bihar v Bengal                                                        | 1997-11-22 |
| A      | 7     | [Ashraf, Ahmed, Ahmed, Asghar, Alam, Akhtar, Ahmed]                                                  | Khan Research Laboratories v Allied Bank Limited                      | 1997-11-22 |
| P      | 7     | [Patel, Patel, Parmar, Padia, Patel, Patel, Patel]                                                   | Gujarat v Maharashtra                                                 | 1997-11-30 |
+--------+-------+------------------------------------------------------------------------------------------------------+-----------------------------------------------------------------------+------------+
